,Car Name,Overall
1531,Kia Soul Base,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
1532,Kia Soul Base,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1533,Kia Sportage SX,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1535,Kia Stinger Base,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1537,Kia Stinger GTS,"['Uneconomical', 'Average Priced', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1539,Kia Stinger Premium,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1543,Land Rover Discovery Sport HSE,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1544,Land Rover Discovery Sport HSE Dynamic,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1545,Land Rover Discovery Sport HSE Luxury,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1546,Land Rover Discovery Sport HSE Luxury Dynamic,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1547,Land Rover Discovery Sport Landmark,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1548,Land Rover Discovery Sport SE,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1549,Land Rover Range Rover Autobiography,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1550,Land Rover Range Rover Autobiography LWB,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1551,Land Rover Range Rover Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1552,Land Rover Range Rover HSE,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1553,Land Rover Range Rover HSE Td6,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
1554,Land Rover Range Rover Supercharged,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1555,Land Rover Range Rover Supercharged LWB,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1556,Land Rover Range Rover Td6,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
1557,Land Rover Range Rover Evoque Autobiography 237 HP,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1558,Land Rover Range Rover Evoque Autobiography 286 HP,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1559,Land Rover Range Rover Evoque HSE,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1560,Land Rover Range Rover Evoque HSE Dynamic,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '3-doored', '4-seater', 'automatic', 'SUV']"
1561,Land Rover Range Rover Evoque HSE Dynamic 237 HP,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1562,Land Rover Range Rover Evoque HSE Dynamic 286 HP,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1563,Land Rover Range Rover Evoque Landmark Edition,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1564,Land Rover Range Rover Evoque SE,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1565,Land Rover Range Rover Evoque SE Dynamic,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '3-doored', '4-seater', 'automatic', 'SUV']"
1566,Land Rover Range Rover Evoque SE Premium,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1567,Land Rover Range Rover Sport Autobiography,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1568,Land Rover Range Rover Sport HSE,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1569,Land Rover Range Rover Sport HSE Dynamic,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1570,Land Rover Range Rover Sport HSE td6,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
1571,Land Rover Range Rover Sport SE,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1572,Land Rover Range Rover Sport SE Td6,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
1573,Land Rover Range Rover Sport Supercharged Dynamic,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1574,Land Rover Range Rover Velar Base,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1575,Land Rover Range Rover Velar R-Dynamic HSE,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1576,Land Rover Range Rover Velar R-Dynamic SE,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1577,Land Rover Range Rover Velar R-Dynamic SE,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1578,Land Rover Range Rover Velar R-Dynamic SE,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1579,Land Rover Range Rover Velar S,"['Average economy', 'Expensive', 'Average Sized Engine', 'Lower power', 'Long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
1580,Land Rover Range Rover Velar S,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1581,Land Rover Range Rover Velar S,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1582,Land Rover Range Rover Velar S,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1583,Lexus GS 300,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1584,Lexus GS 300 F SPORT,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1593,Maserati GranTurismo Convertible MC,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1594,Maserati GranTurismo Convertible Sport,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1598,Mazda CX-3 Grand Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1600,Mazda CX-3 Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1604,Mazda CX-5 Signature,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
1607,Mazda CX-9 Signature,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1612,Mazda MX-5 Miata 30th Anniversary,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
1613,Mazda MX-5 Miata 30th Anniversary,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
1614,Mazda MX-5 Miata RF 30th Anniversary,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
1615,Mazda MX-5 Miata RF 30th Anniversary,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
1616,McLaren 570GT Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1617,McLaren 600LT Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1618,McLaren 720S Luxury,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1619,McLaren 720S Performance,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1620,McLaren 720S Spider Luxury,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
1621,McLaren 720S Spider Performance,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
1622,Mercedes-Benz AMG GT 53,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
1625,Mercedes-Benz AMG GT S,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1626,Mercedes-Benz CLA-Class AMG CLA 45,"['Average economy', 'Average Priced', 'Average Sized Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1629,Mercedes-Benz E-Class AMG E 63 S,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'Estate']"
1630,Mercedes-Benz E-Class E 300 AMG Line,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1631,Mercedes-Benz E-Class E 300 AMG Line 4MATIC,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1632,Mercedes-Benz E-Class E 300 Luxury,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1633,Mercedes-Benz E-Class E 300 Luxury 4MATIC,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1634,Mercedes-Benz E-Class E 300 Sport,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1635,Mercedes-Benz E-Class E 300 Sport 4MATIC,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1636,Mercedes-Benz E-Class E 450 AMG Line 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1637,Mercedes-Benz E-Class E 450 Luxury 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1638,Mercedes-Benz E-Class E 450 Sport 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1639,Mercedes-Benz GLA-Class AMG GLA 45,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1641,Mercedes-Benz GLA-Class GLA 250 4MATIC,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1644,Mercedes-Benz GLC-Class GLC 300 4MATIC,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1647,Mercedes-Benz GLE-Class AMG GLE 43,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1648,Mercedes-Benz GLE-Class AMG GLE 63,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1649,Mercedes-Benz GLE-Class AMG GLE 63 S,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1650,Mercedes-Benz GLE-Class GLE 400 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1651,Mercedes-Benz GLE-Class Coupe AMG GLE 43,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1652,Mercedes-Benz GLE-Class Coupe AMG GLE 63 S,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1653,Mercedes-Benz GLS-Class AMG GLS 63,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1655,Mercedes-Benz GLS-Class GLS 550 4MATIC,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1656,Mercedes-Benz S-Class AMG S 65,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
1657,Mercedes-Benz S-Class AMG S 65,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1658,Mercedes-Benz SL-Class AMG SL 63,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
1659,MINI Clubman Cooper,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1660,MINI Clubman Cooper ALL4,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1661,MINI Clubman Cooper S,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1662,MINI Clubman Cooper S ALL4,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1663,MINI Clubman John Cooper Works ALL4,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1664,MINI Convertible Cooper,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
1665,MINI Convertible Cooper S,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
1666,MINI Convertible John Cooper Works,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
1667,MINI Countryman Cooper,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
1668,MINI Countryman Cooper ALL4,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
1669,MINI Countryman Cooper S,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1670,MINI Countryman Cooper S ALL4,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
1671,MINI Countryman John Cooper Works ALL4,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
1672,MINI Hardtop 2 Door Cooper,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
1673,MINI Hardtop 2 Door Cooper S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
1674,MINI Hardtop 2 Door John Cooper Works,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
1675,MINI Hardtop 4 Door Cooper,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1676,MINI Hardtop 4 Door Cooper S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1677,Nissan 370Z Base,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
1678,Nissan 370Z Sport Touring,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Coupe']"
1679,Nissan 370Z Sport Touring,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
1680,Nissan 370Z Touring,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
1681,Nissan GT-R Pure,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
1683,Porsche 718 Boxster GTS,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
1684,Porsche 718 Cayman GTS,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Coupe']"
1685,Porsche 911 Carrera,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1686,Porsche 911 Carrera,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
1687,Porsche 911 Carrera 4,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1688,Porsche 911 Carrera 4,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
1689,Porsche 911 Carrera 4 GTS,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
1690,Porsche 911 Carrera 4 GTS,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1691,Porsche 911 Carrera 4S,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
1692,Porsche 911 Carrera 4S,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1693,Porsche 911 Carrera GTS,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1694,Porsche 911 Carrera GTS,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
1695,Porsche 911 Carrera S,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1696,Porsche 911 Carrera S,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
1697,Porsche 911 Carrera T,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1698,Porsche 911 GT2 RS,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1699,Porsche 911 GT3,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1700,Porsche 911 GT3 RS,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1701,Porsche 911 Speedster,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
1702,Porsche 911 Targa 4,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1703,Porsche 911 Targa 4 GTS,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1704,Porsche 911 Targa 4S,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1705,Porsche 911 Turbo,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1706,Porsche 911 Turbo,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
1707,Porsche 911 Turbo S,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1708,Porsche 911 Turbo S,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
1718,Toyota 86 TRD SE,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1719,Toyota Corolla L,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1720,Toyota Corolla LE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1721,Toyota Corolla LE Eco,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1722,Toyota Corolla LE Eco w/Premium Package,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1723,Toyota Corolla SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1724,Toyota Corolla SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1725,Toyota Corolla XLE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1726,Toyota Corolla XSE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1733,Toyota Highlander LE,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '8-seater', 'automatic', 'SUV']"
1734,Toyota Highlander LE Plus,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '8-seater', 'automatic', 'SUV']"
