,Car Name,Trim Msrp,Engine Fuel Type,Engine Size,Engine Horsepower Hp,Engine Torque Ft Lbs,Engine Drive Type,Engine Transmission,Body Type,Body Doors,Body Seats,Mileage Fuel Tank Capacity,Mileage Combined Mpg,Mileage Epa City Mpg,Mileage Epa Highway Mpg,Mileage Range City,Mileage Range Highway
2034,Ford Transit Connect Wagon XL,25900,Unleaded,2.5,169.0,171.0,front wheel drive,automatic,Minivan,5,7,59.803000000000004,26.4,22.8,32.4,300.2,426.6
2036,Ford Transit Connect Wagon XLT,25905,Unleaded,2.5,169.0,171.0,front wheel drive,automatic,Minivan,5,5,59.803000000000004,26.4,22.8,32.4,300.2,426.6
2038,Ford Transit Connect Wagon XLT,27905,Unleaded,2.5,169.0,171.0,front wheel drive,automatic,Minivan,5,7,59.803000000000004,26.4,22.8,32.4,300.2,426.6
2040,Honda Accord EX-L,30970,Unleaded,1.5,192.0,192.0,front wheel drive,automatic,Saloon,4,5,56.01800000000001,39.6,36.0,45.6,444.0,562.4
2041,Honda Accord EX-L,32970,Unleaded,2.0,252.0,273.0,front wheel drive,automatic,Saloon,4,5,56.01800000000001,32.4,27.599999999999998,40.8,340.4,503.2
2042,Honda Accord Touring,33800,Unleaded,1.5,192.0,192.0,front wheel drive,automatic,Saloon,4,5,56.01800000000001,37.199999999999996,34.8,42.0,429.2,518.0
2043,Honda Accord Hybrid EX-L,32440,Unleaded,2.0,212.0,232.0,front wheel drive,automatic,Saloon,4,5,48.44800000000001,56.4,56.4,56.4,601.6,601.6
2044,Honda Civic EX,24250,Unleaded,1.5,174.0,162.0,front wheel drive,automatic,Hatchback,5,5,46.934000000000005,40.8,37.199999999999996,48.0,384.4,496.0
2045,Honda Civic EX,22340,Unleaded,2.0,158.0,138.0,front wheel drive,automatic,Saloon,4,5,46.934000000000005,40.8,37.199999999999996,48.0,384.4,496.0
2046,Honda Civic EX,21340,Unleaded,2.0,158.0,138.0,front wheel drive,automatic,Saloon,4,5,46.934000000000005,40.8,37.199999999999996,48.0,384.4,496.0
2047,Honda Civic EX-L,26750,Unleaded,1.5,174.0,162.0,front wheel drive,automatic,Hatchback,5,5,46.934000000000005,40.8,37.199999999999996,48.0,384.4,496.0
2048,Honda Civic EX-L,25750,Unleaded,1.5,174.0,162.0,front wheel drive,automatic,Hatchback,5,5,46.934000000000005,40.8,37.199999999999996,48.0,384.4,496.0
2049,Honda Civic EX-L,25000,Unleaded,1.5,174.0,162.0,front wheel drive,automatic,Saloon,4,5,46.934000000000005,43.199999999999996,38.4,50.4,396.8,520.8
2051,Honda Civic EX-L,23725,Unleaded,1.5,174.0,162.0,front wheel drive,automatic,Coupe,2,5,46.934000000000005,42.0,37.199999999999996,48.0,384.4,496.0
2052,Honda Civic EX-T,21700,Unleaded,1.5,174.0,167.0,front wheel drive,manual,Saloon,4,5,46.934000000000005,42.0,37.199999999999996,50.4,384.4,520.8
2053,Honda Civic EX-T,23500,Unleaded,1.5,174.0,162.0,front wheel drive,automatic,Saloon,4,5,46.934000000000005,43.199999999999996,38.4,50.4,396.8,520.8
2054,Honda Civic EX-T,22500,Unleaded,1.5,174.0,162.0,front wheel drive,automatic,Saloon,4,5,46.934000000000005,43.199999999999996,38.4,50.4,396.8,520.8
2055,Honda Civic EX-T,22600,Unleaded,1.5,174.0,162.0,front wheel drive,automatic,Coupe,2,5,46.934000000000005,42.0,37.199999999999996,48.0,384.4,496.0
2056,Honda Civic EX-T,21800,Unleaded,1.5,174.0,167.0,front wheel drive,manual,Coupe,2,5,46.934000000000005,42.0,36.0,49.199999999999996,372.0,508.4
2057,Honda Civic LX,20740,Unleaded,2.0,158.0,138.0,front wheel drive,automatic,Saloon,4,5,46.934000000000005,40.8,37.199999999999996,48.0,384.4,496.0
2058,Honda Civic LX,21950,Unleaded,1.5,174.0,162.0,front wheel drive,automatic,Hatchback,5,5,46.934000000000005,40.8,37.199999999999996,48.0,384.4,496.0
2059,Honda Civic LX,20150,Unleaded,1.5,174.0,167.0,front wheel drive,manual,Hatchback,5,5,46.934000000000005,39.6,34.8,45.6,359.6,471.2
2060,Honda Civic LX,19350,Unleaded,2.0,158.0,138.0,front wheel drive,manual,Coupe,2,5,46.934000000000005,38.4,33.6,46.8,347.2,483.6
2061,Honda Civic LX-P,21150,Unleaded,2.0,158.0,138.0,front wheel drive,automatic,Coupe,2,5,46.934000000000005,40.8,36.0,46.8,372.0,483.6
2062,Honda Civic Type R Touring,34700,Unleaded,2.0,306.0,295.0,front wheel drive,manual,Hatchback,5,4,46.934000000000005,30.0,26.4,33.6,272.8,347.2
2063,Honda CR-V EX-L,30550,Unleaded,1.5,190.0,179.0,front wheel drive,automatic,SUV,5,5,52.99,36.0,33.6,40.8,392.0,476.0
2064,Honda CR-V EX-L,31950,Unleaded,1.5,190.0,179.0,all wheel drive,automatic,SUV,5,5,52.99,34.8,32.4,39.6,378.0,462.0
2065,Honda HR-V EX,21720,Unleaded,1.8,141.0,127.0,front wheel drive,manual,SUV,5,5,49.961999999999996,33.6,30.0,39.6,330.0,435.6
2066,Honda HR-V EX-L,26540,Unleaded,1.8,141.0,127.0,all wheel drive,automatic,SUV,5,5,49.961999999999996,34.8,32.4,37.199999999999996,356.4,409.2
2067,Honda HR-V EX-L,25140,Unleaded,1.8,141.0,127.0,front wheel drive,automatic,SUV,5,5,49.961999999999996,37.199999999999996,33.6,40.8,369.6,448.8
2068,Honda HR-V LX,19670,Unleaded,1.8,141.0,127.0,front wheel drive,manual,SUV,5,5,49.961999999999996,33.6,30.0,39.6,330.0,435.6
2069,Hyundai Kona Limited w/Lime Accent,24700,Unleaded,1.6,175.0,195.0,front wheel drive,automatic,SUV,5,5,49.961999999999996,36.0,33.6,38.4,369.6,422.4
2070,Hyundai Kona Limited w/Lime Accent,26000,Unleaded,1.6,175.0,195.0,all wheel drive,automatic,SUV,5,5,49.961999999999996,32.4,31.2,34.8,343.2,382.8
2071,Hyundai Kona SEL w/Contrast Roof,21300,Unleaded,2.0,147.0,132.0,front wheel drive,automatic,SUV,5,5,49.961999999999996,36.0,32.4,39.6,356.4,435.6
2072,Hyundai Kona SEL w/Contrast Roof,22600,Unleaded,2.0,147.0,132.0,all wheel drive,automatic,SUV,5,5,49.961999999999996,32.4,30.0,36.0,330.0,396.0
2073,Hyundai Kona Ultimate w/Lime Accent,28700,Unleaded,1.6,175.0,195.0,all wheel drive,automatic,SUV,5,5,49.961999999999996,32.4,31.2,34.8,343.2,382.8
2074,Hyundai Kona Ultimate w/Lime Accent,27400,Unleaded,1.6,175.0,195.0,front wheel drive,automatic,SUV,5,5,49.961999999999996,36.0,33.6,38.4,369.6,422.4
2075,Hyundai Santa Fe Limited Ultimate,41300,Unleaded,3.3,290.0,252.0,all wheel drive,automatic,SUV,5,6,71.158,22.8,20.4,26.4,319.6,413.6
2076,Hyundai Santa Fe Limited Ultimate,39550,Unleaded,3.3,290.0,252.0,front wheel drive,automatic,SUV,5,6,71.158,24.0,20.4,27.599999999999998,319.6,432.4
2077,Hyundai Santa Fe SE,30850,Unleaded,3.3,290.0,252.0,front wheel drive,automatic,SUV,5,7,71.158,25.2,21.599999999999998,30.0,338.4,470.0
2078,Hyundai Santa Fe SE,32600,Unleaded,3.3,290.0,252.0,all wheel drive,automatic,SUV,5,7,71.158,24.0,21.599999999999998,28.799999999999997,338.4,451.2
2079,Hyundai Santa Fe SE Ultimate,40600,Unleaded,3.3,290.0,252.0,all wheel drive,automatic,SUV,5,7,71.158,22.8,20.4,26.4,319.6,413.6
2080,Hyundai Santa Fe SE Ultimate,38850,Unleaded,3.3,290.0,252.0,front wheel drive,automatic,SUV,5,7,71.158,24.0,20.4,27.599999999999998,319.6,432.4
2081,Hyundai Santa Fe Sport 2.0T,32900,Unleaded,2.0,240.0,160.0,all wheel drive,automatic,SUV,5,5,65.859,26.4,22.8,31.2,330.6,452.4
2082,Hyundai Santa Fe Sport 2.0T,31350,Unleaded,2.0,240.0,160.0,front wheel drive,automatic,SUV,5,5,65.859,27.599999999999998,24.0,33.6,348.0,487.2
2083,Hyundai Santa Fe Sport 2.0T Ultimate,35650,Unleaded,2.0,240.0,160.0,front wheel drive,automatic,SUV,5,5,65.859,27.599999999999998,24.0,32.4,348.0,469.8
2084,Hyundai Santa Fe Sport 2.0T Ultimate,37200,Unleaded,2.0,240.0,160.0,all wheel drive,automatic,SUV,5,5,65.859,25.2,22.8,28.799999999999997,330.6,417.6
2085,Hyundai Santa Fe Sport Base,24950,Unleaded,2.4,185.0,178.0,front wheel drive,automatic,SUV,5,5,65.859,28.799999999999997,25.2,32.4,365.4,469.8
2086,Hyundai Santa Fe Sport Base,26500,Unleaded,2.4,185.0,178.0,all wheel drive,automatic,SUV,5,5,65.859,26.4,24.0,31.2,348.0,452.4
2087,Hyundai Tucson Limited,30825,Unleaded,1.6,175.0,195.0,all wheel drive,automatic,SUV,5,5,62.074,30.0,28.799999999999997,33.6,393.6,459.2
2088,Hyundai Tucson Limited,29425,Unleaded,1.6,175.0,195.0,front wheel drive,automatic,SUV,5,5,62.074,32.4,30.0,36.0,410.0,492.0
2089,Hyundai Tucson SEL,25200,Unleaded,2.0,164.0,151.0,all wheel drive,automatic,SUV,5,5,62.074,27.599999999999998,25.2,31.2,344.4,426.4
2090,Hyundai Tucson SEL,23800,Unleaded,2.0,164.0,151.0,front wheel drive,automatic,SUV,5,5,62.074,31.2,27.599999999999998,36.0,377.2,492.0
2091,Hyundai Tucson SEL Plus,28100,Unleaded,2.0,164.0,151.0,all wheel drive,automatic,SUV,5,5,62.074,27.599999999999998,25.2,31.2,344.4,426.4
2092,Hyundai Tucson SEL Plus,26700,Unleaded,2.0,164.0,151.0,front wheel drive,automatic,SUV,5,5,62.074,31.2,27.599999999999998,36.0,377.2,492.0
2093,Hyundai Tucson Value,27950,Unleaded,1.6,175.0,195.0,all wheel drive,automatic,SUV,5,5,62.074,30.0,28.799999999999997,33.6,393.6,459.2
2094,Hyundai Tucson Value,26550,Unleaded,1.6,175.0,195.0,front wheel drive,automatic,SUV,5,5,62.074,32.4,30.0,36.0,410.0,492.0
2095,INFINITI Q50 2.0t LUXE,37550,Unleaded,2.0,208.0,258.0,rear wheel drive,automatic,Saloon,4,5,75.7,30.0,27.599999999999998,36.0,460.0,600.0
2096,INFINITI Q50 2.0t LUXE,39550,Unleaded,2.0,208.0,258.0,all wheel drive,automatic,Saloon,4,5,75.7,28.799999999999997,26.4,33.6,440.0,560.0
2097,INFINITI Q60 2.0t LUXE,44300,Unleaded,2.0,208.0,258.0,all wheel drive,automatic,Coupe,2,4,75.7,28.799999999999997,25.2,33.6,420.0,560.0
2098,INFINITI Q60 2.0t LUXE,42300,Unleaded,2.0,208.0,258.0,rear wheel drive,automatic,Coupe,2,4,75.7,30.0,26.4,36.0,440.0,600.0
2099,INFINITI Q60 2.0t PURE,39950,Unleaded,2.0,208.0,258.0,rear wheel drive,automatic,Coupe,2,4,75.7,30.0,26.4,36.0,440.0,600.0
2100,INFINITI Q60 2.0t PURE,41950,Unleaded,2.0,208.0,258.0,all wheel drive,automatic,Coupe,2,4,75.7,28.799999999999997,25.2,33.6,420.0,560.0
2101,INFINITI Q60 3.0t SPORT,48300,Unleaded,3.0,300.0,295.0,rear wheel drive,automatic,Coupe,2,4,75.7,26.4,22.8,33.6,380.0,560.0
2102,INFINITI Q60 3.0t SPORT,50300,Unleaded,3.0,300.0,295.0,all wheel drive,automatic,Coupe,2,4,75.7,26.4,22.8,32.4,380.0,540.0
2103,INFINITI QX30 Base,29950,Unleaded,2.0,208.0,258.0,front wheel drive,automatic,SUV,5,5,49.961999999999996,32.4,28.799999999999997,39.6,316.8,435.6
2104,INFINITI QX30 Luxury,32600,Unleaded,2.0,208.0,258.0,front wheel drive,automatic,SUV,5,5,49.961999999999996,32.4,28.799999999999997,39.6,316.8,435.6
2105,INFINITI QX30 Luxury,34400,Unleaded,2.0,208.0,258.0,all wheel drive,automatic,SUV,5,5,56.01800000000001,30.0,25.2,36.0,310.8,444.0
2106,INFINITI QX30 Premium,35300,Unleaded,2.0,208.0,258.0,front wheel drive,automatic,SUV,5,5,49.961999999999996,32.4,28.799999999999997,39.6,316.8,435.6
2107,INFINITI QX30 Premium,37700,Unleaded,2.0,208.0,258.0,all wheel drive,automatic,SUV,5,5,56.01800000000001,30.0,25.2,36.0,310.8,444.0
2108,INFINITI QX30 Sport,38500,Unleaded,2.0,208.0,258.0,front wheel drive,automatic,SUV,5,5,49.961999999999996,32.4,28.799999999999997,39.6,316.8,435.6
2109,INFINITI QX60 Base,43300,Unleaded,3.5,295.0,270.0,front wheel drive,automatic,SUV,5,7,73.8075,26.4,24.0,32.4,390.0,526.5
2110,INFINITI QX60 Base,45100,Unleaded,3.5,295.0,270.0,all wheel drive,automatic,SUV,5,7,73.8075,26.4,22.8,31.2,370.5,507.0
2111,INFINITI QX80 Base,64750,Unleaded,5.6,400.0,413.0,rear wheel drive,automatic,SUV,5,7,98.41,19.2,16.8,24.0,364.0,520.0
2112,INFINITI QX80 Base,67850,Unleaded,5.6,400.0,413.0,four wheel drive,automatic,SUV,5,7,98.41,18.0,15.6,22.8,338.0,494.0
2113,Jaguar E-PACE P250 First Edition,53550,Unleaded,2.0,246.0,269.0,all wheel drive,automatic,SUV,5,5,68.50850000000001,28.799999999999997,25.2,33.6,380.1,506.8
2114,Jaguar F-PACE 25t,42065,Unleaded,2.0,247.0,269.0,all wheel drive,automatic,SUV,5,5,62.83100000000001,28.799999999999997,26.4,32.4,365.2,448.2
2115,Jaguar F-PACE 25t Premium,44775,Unleaded,2.0,247.0,269.0,all wheel drive,automatic,SUV,5,5,62.83100000000001,28.799999999999997,26.4,32.4,365.2,448.2
2116,Jaguar F-PACE 25t Prestige,49125,Unleaded,2.0,247.0,269.0,all wheel drive,automatic,SUV,5,5,62.83100000000001,28.799999999999997,26.4,32.4,365.2,448.2
2117,Jaguar F-PACE 25t R-Sport,54175,Unleaded,2.0,247.0,269.0,all wheel drive,automatic,SUV,5,5,62.83100000000001,28.799999999999997,26.4,32.4,365.2,448.2
2118,Jaguar F-PACE 30t Portfolio,62000,Unleaded,2.0,296.0,295.0,all wheel drive,automatic,SUV,5,5,60.18150000000001,28.799999999999997,26.4,32.4,349.8,429.3
2119,Jaguar F-PACE 30t Premium,47775,Unleaded,2.0,296.0,295.0,all wheel drive,automatic,SUV,5,5,60.18150000000001,28.799999999999997,26.4,32.4,349.8,429.3
2120,Jaguar F-PACE 30t Prestige,52125,Unleaded,2.0,296.0,295.0,all wheel drive,automatic,SUV,5,5,60.18150000000001,28.799999999999997,26.4,32.4,349.8,429.3
2121,Jaguar F-PACE 30t R-Sport,57175,Unleaded,2.0,296.0,295.0,all wheel drive,automatic,SUV,5,5,60.18150000000001,28.799999999999997,26.4,32.4,349.8,429.3
2122,Jaguar F-PACE 35t Portfolio,63200,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,SUV,5,5,62.83100000000001,24.0,21.599999999999998,27.599999999999998,298.8,381.8
2123,Jaguar F-PACE 35t Premium,48975,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,SUV,5,5,62.83100000000001,24.0,21.599999999999998,27.599999999999998,298.8,381.8
2124,Jaguar F-PACE 35t Prestige,53325,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,SUV,5,5,62.83100000000001,24.0,21.599999999999998,27.599999999999998,298.8,381.8
2125,Jaguar F-PACE 35t R-Sport,58375,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,SUV,5,5,62.83100000000001,24.0,21.599999999999998,27.599999999999998,298.8,381.8
2126,Jaguar F-PACE S,59775,Unleaded,3.0,380.0,332.0,all wheel drive,automatic,SUV,5,5,62.83100000000001,24.0,21.599999999999998,27.599999999999998,298.8,381.8
2127,Jaguar F-TYPE 400 Sport,92600,Unleaded,3.0,400.0,339.0,rear wheel drive,automatic,Convertible,2,2,70.02250000000001,26.4,22.8,32.4,351.5,499.5
2128,Jaguar F-TYPE 400 Sport,95600,Unleaded,3.0,400.0,339.0,all wheel drive,automatic,Convertible,2,2,70.02250000000001,25.2,21.599999999999998,31.2,333.0,481.0
2129,Jaguar F-TYPE 400 Sport,89500,Unleaded,3.0,400.0,339.0,rear wheel drive,automatic,Coupe,2,2,70.02250000000001,26.4,22.8,32.4,351.5,499.5
2130,Jaguar F-TYPE 400 Sport,92500,Unleaded,3.0,400.0,339.0,all wheel drive,automatic,Coupe,2,2,70.02250000000001,25.2,21.599999999999998,31.2,333.0,481.0
2131,Jaguar XE 35t Portfolio Limited Edition,59410,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,Saloon,4,5,62.83100000000001,27.599999999999998,24.0,34.8,332.0,481.4
2132,Jaguar XE 35t Portfolio Limited Edition,56910,Unleaded,3.0,340.0,332.0,rear wheel drive,automatic,Saloon,4,5,62.83100000000001,28.799999999999997,25.2,36.0,348.6,498.0
2133,Jaguar XE 35t Premium,42525,Unleaded,3.0,340.0,332.0,rear wheel drive,automatic,Saloon,4,5,62.83100000000001,28.799999999999997,25.2,36.0,348.6,498.0
2134,Jaguar XE 35t Premium,45025,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,Saloon,4,5,62.83100000000001,27.599999999999998,24.0,34.8,332.0,481.4
2135,Jaguar XE 35t Prestige,48925,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,Saloon,4,5,62.83100000000001,27.599999999999998,24.0,34.8,332.0,481.4
2136,Jaguar XE 35t Prestige,46425,Unleaded,3.0,340.0,332.0,rear wheel drive,automatic,Saloon,4,5,62.83100000000001,28.799999999999997,25.2,36.0,348.6,498.0
2137,Jaguar XE 35t R-Sport,50025,Unleaded,3.0,340.0,332.0,rear wheel drive,automatic,Saloon,4,5,62.83100000000001,28.799999999999997,25.2,36.0,348.6,498.0
2138,Jaguar XE 35t R-Sport,52525,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,Saloon,4,5,62.83100000000001,27.599999999999998,24.0,34.8,332.0,481.4
2139,Jaguar XF 20d,52275,Diesel,2.0,180.0,318.0,all wheel drive,automatic,Saloon,4,5,65.859,40.8,36.0,48.0,522.0,696.0
2140,Jaguar XF 20d,49275,Diesel,2.0,180.0,318.0,rear wheel drive,automatic,Saloon,4,5,65.859,42.0,37.199999999999996,50.4,539.4,730.8
2141,Jaguar XF 20d R-Sport,62625,Diesel,2.0,180.0,318.0,all wheel drive,automatic,Saloon,4,5,65.859,40.8,36.0,48.0,522.0,696.0
2142,Jaguar XF 20d R-Sport,59625,Diesel,2.0,180.0,318.0,rear wheel drive,automatic,Saloon,4,5,65.859,42.0,37.199999999999996,50.4,539.4,730.8
2143,Jaguar XF 25t,50775,Unleaded,2.0,247.0,269.0,all wheel drive,automatic,Saloon,4,5,73.8075,32.4,27.599999999999998,39.6,448.5,643.5
2144,Jaguar XF 25t,47775,Unleaded,2.0,247.0,269.0,rear wheel drive,automatic,Saloon,4,5,73.8075,33.6,30.0,40.8,487.5,663.0
2145,Jaguar XF 25t R-Sport,61125,Unleaded,2.0,247.0,269.0,all wheel drive,automatic,Saloon,4,5,73.8075,32.4,27.599999999999998,39.6,448.5,643.5
2146,Jaguar XF 25t R-Sport,58125,Unleaded,2.0,247.0,269.0,rear wheel drive,automatic,Saloon,4,5,73.8075,33.6,30.0,40.8,487.5,663.0
2147,Jaguar XF 30t R-Sport,64125,Unleaded,2.0,296.0,295.0,all wheel drive,automatic,Saloon,4,5,73.8075,30.0,26.4,37.199999999999996,429.0,604.5
2148,Jaguar XF 30t R-Sport,61125,Unleaded,2.0,296.0,295.0,rear wheel drive,automatic,Saloon,4,5,73.8075,31.2,27.599999999999998,37.199999999999996,448.5,604.5
2149,Jaguar XF 35t Portfolio Limited Edition,71025,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,Saloon,4,5,73.8075,27.599999999999998,24.0,33.6,390.0,546.0
2150,Jaguar XF 35t Portfolio Limited Edition,68025,Unleaded,3.0,340.0,332.0,rear wheel drive,automatic,Saloon,4,5,73.8075,27.599999999999998,24.0,34.8,390.0,565.5
2151,Jaguar XF 35t Premium,56965,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,Saloon,4,5,73.8075,27.599999999999998,24.0,33.6,390.0,546.0
2152,Jaguar XF 35t Premium,53965,Unleaded,3.0,340.0,332.0,rear wheel drive,automatic,Saloon,4,5,73.8075,27.599999999999998,24.0,34.8,390.0,565.5
2153,Jaguar XF 35t Prestige,58425,Unleaded,3.0,340.0,332.0,rear wheel drive,automatic,Saloon,4,5,73.8075,27.599999999999998,24.0,34.8,390.0,565.5
2154,Jaguar XF 35t Prestige,61425,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,Saloon,4,5,73.8075,27.599999999999998,24.0,33.6,390.0,546.0
2155,Jaguar XF 35t R-Sport,65325,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,Saloon,4,5,73.8075,27.599999999999998,24.0,33.6,390.0,546.0
2156,Jaguar XF 35t R-Sport,62325,Unleaded,3.0,340.0,332.0,rear wheel drive,automatic,Saloon,4,5,73.8075,27.599999999999998,24.0,34.8,390.0,565.5
2157,Jaguar XF S,63865,Unleaded,3.0,380.0,332.0,rear wheel drive,automatic,Saloon,4,5,73.8075,27.599999999999998,24.0,34.8,390.0,565.5
2158,Jaguar XF Sportbrake S,70450,Unleaded,3.0,380.0,332.0,all wheel drive,automatic,Estate,5,5,73.8075,25.2,21.599999999999998,30.0,351.0,487.5
2159,Jaguar XF Sportbrake S First Edition,72100,Unleaded,3.0,380.0,332.0,all wheel drive,automatic,Estate,5,5,73.8075,25.2,21.599999999999998,30.0,351.0,487.5
2160,Jaguar XJ-Series R-Sport,78300,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,Saloon,4,5,82.1345,24.0,20.4,31.2,368.9,564.2
2161,Jaguar XJ-Series R-Sport,75400,Unleaded,3.0,340.0,332.0,rear wheel drive,automatic,Saloon,4,5,82.1345,25.2,21.599999999999998,32.4,390.6,585.9
2162,Jaguar XJ-Series Supercharged,93000,Unleaded,5.0,470.0,424.0,rear wheel drive,automatic,Saloon,4,5,82.1345,21.599999999999998,18.0,27.599999999999998,325.5,499.1
2163,Jaguar XJ-Series XJL Portfolio,87400,Unleaded,3.0,340.0,332.0,all wheel drive,automatic,Saloon,4,5,82.1345,24.0,20.4,30.0,368.9,542.5
2164,Jaguar XJ-Series XJL Portfolio,84500,Unleaded,3.0,340.0,332.0,rear wheel drive,automatic,Saloon,4,5,82.1345,25.2,21.599999999999998,32.4,390.6,585.9
2165,Jaguar XJ-Series XJL Supercharged,96300,Unleaded,5.0,470.0,424.0,rear wheel drive,automatic,Saloon,4,5,82.1345,21.599999999999998,18.0,27.599999999999998,325.5,499.1
2166,Jaguar XJ-Series XJR575,122400,Unleaded,5.0,575.0,517.0,rear wheel drive,automatic,Saloon,4,5,82.1345,21.599999999999998,18.0,27.599999999999998,325.5,499.1
2167,Jeep Cherokee Latitude,25895,Unleaded,2.4,184.0,171.0,four wheel drive,automatic,SUV,5,5,59.803000000000004,27.599999999999998,25.2,33.6,331.8,442.4
2168,Jeep Cherokee Latitude,24395,Unleaded,2.4,184.0,171.0,front wheel drive,automatic,SUV,5,5,59.803000000000004,30.0,25.2,36.0,331.8,474.0
2169,Jeep Cherokee Latitude Plus,26295,Unleaded,2.4,184.0,171.0,front wheel drive,automatic,SUV,5,5,59.803000000000004,30.0,25.2,36.0,331.8,474.0
2170,Jeep Cherokee Latitude Plus,27795,Unleaded,2.4,184.0,171.0,four wheel drive,automatic,SUV,5,5,59.803000000000004,27.599999999999998,25.2,33.6,331.8,442.4
2171,Jeep Cherokee Limited,31295,Unleaded,2.4,184.0,171.0,four wheel drive,automatic,SUV,5,5,59.803000000000004,27.599999999999998,25.2,33.6,331.8,442.4
2172,Jeep Cherokee Limited,29795,Unleaded,2.4,184.0,171.0,front wheel drive,automatic,SUV,5,5,59.803000000000004,30.0,25.2,36.0,331.8,474.0
2173,Jeep Cherokee Overland,34095,Unleaded,2.4,184.0,171.0,front wheel drive,automatic,SUV,5,5,59.803000000000004,30.0,25.2,36.0,331.8,474.0
2174,Jeep Cherokee Trailhawk,30995,Unleaded,2.4,184.0,171.0,four wheel drive,automatic,SUV,5,5,59.803000000000004,26.4,22.8,30.0,300.2,395.0
2175,Jeep Grand Cherokee Sterling Edition,44295,Unleaded,3.6,295.0,260.0,four wheel drive,automatic,SUV,5,5,93.111,25.2,21.599999999999998,30.0,442.8,615.0
2176,Jeep Grand Cherokee Sterling Edition,42295,Unleaded,3.6,295.0,260.0,rear wheel drive,automatic,SUV,5,5,93.111,25.2,22.8,31.2,467.4,639.6
2177,Jeep Renegade Altitude,24040,Unleaded,1.4,160.0,184.0,four wheel drive,manual,SUV,5,5,48.0695,31.2,28.799999999999997,37.199999999999996,304.8,393.7
2178,Jeep Renegade Altitude,22540,Unleaded,1.4,160.0,184.0,front wheel drive,manual,SUV,5,5,48.0695,31.2,28.799999999999997,37.199999999999996,304.8,393.7
2179,Jeep Renegade Latitude,21845,Unleaded,1.4,160.0,184.0,front wheel drive,manual,SUV,5,5,48.0695,31.2,28.799999999999997,37.199999999999996,304.8,393.7
2180,Jeep Renegade Latitude,23345,Unleaded,1.4,160.0,184.0,four wheel drive,manual,SUV,5,5,48.0695,31.2,28.799999999999997,37.199999999999996,304.8,393.7
2181,Jeep Renegade Limited,25645,Unleaded,2.4,180.0,175.0,front wheel drive,automatic,SUV,5,5,48.0695,30.0,26.4,36.0,279.4,381.0
2182,Jeep Renegade Limited,27145,Unleaded,2.4,180.0,175.0,four wheel drive,automatic,SUV,5,5,48.0695,28.799999999999997,25.2,34.8,266.7,368.3
2183,Jeep Renegade Sport,18445,Unleaded,1.4,160.0,184.0,front wheel drive,manual,SUV,5,5,48.0695,31.2,28.799999999999997,37.199999999999996,304.8,393.7
2184,Jeep Renegade Sport,19945,Unleaded,1.4,160.0,184.0,four wheel drive,manual,SUV,5,5,48.0695,31.2,28.799999999999997,37.199999999999996,304.8,393.7
2185,Jeep Renegade Trailhawk,26845,Unleaded,2.4,180.0,175.0,four wheel drive,automatic,SUV,5,5,48.0695,28.799999999999997,25.2,34.8,266.7,368.3
2186,Jeep Renegade Upland Edition,22270,Unleaded,2.4,180.0,175.0,four wheel drive,automatic,SUV,5,5,48.0695,28.799999999999997,25.2,34.8,266.7,368.3
2187,Jeep Wrangler Rubicon,37495,Unleaded,3.6,285.0,260.0,four wheel drive,manual,SUV,3,4,70.02250000000001,24.0,20.4,30.0,314.5,462.5
2188,Jeep Wrangler Sport,27495,Unleaded,3.6,285.0,260.0,four wheel drive,manual,SUV,3,4,70.02250000000001,24.0,20.4,30.0,314.5,462.5
2189,Jeep Wrangler Sport S,30695,Unleaded,3.6,285.0,260.0,four wheel drive,manual,SUV,3,4,70.02250000000001,24.0,20.4,30.0,314.5,462.5
2190,Jeep Wrangler JK Altitude,33445,Unleaded,3.6,285.0,260.0,four wheel drive,manual,SUV,3,4,70.40100000000001,21.599999999999998,20.4,25.2,316.2,390.6
2191,Jeep Wrangler JK Freedom Edition,29695,Unleaded,3.6,285.0,260.0,four wheel drive,manual,SUV,3,4,70.40100000000001,21.599999999999998,20.4,25.2,316.2,390.6
2192,Jeep Wrangler JK Golden Eagle,29195,Unleaded,3.6,285.0,260.0,four wheel drive,manual,SUV,3,4,70.40100000000001,21.599999999999998,20.4,25.2,316.2,390.6
2193,Jeep Wrangler JK Rubicon,33645,Unleaded,3.6,285.0,260.0,four wheel drive,manual,SUV,3,4,70.40100000000001,21.599999999999998,20.4,25.2,316.2,390.6
